label,source_split,text,ppl,zlib_ratio,k_min_probs_0.05,k_max_probs_0.05,k_min_probs_0.1,k_max_probs_0.1,k_min_probs_0.2,k_max_probs_0.2,ppl_ratio_synonym_substitution,ppl_ratio_butter_fingers,ppl_ratio_random_deletion,ppl_ratio_change_char_case,ppl_ratio_whitespace_perturbation,ppl_ratio_underscore_trick,ref_ppl_ratio_tinystories-1M,ref_ppl_ratio_tinystories-33M,ref_ppl_ratio_phi-1_5
member,train," 61 minutes. On 10 October 2015, Éder opened the scoring in a 3–1 away win over Azerbaijan, which sealed Italy's qualification for UEFA Euro 2016. On 31 May 2016, he was named to Conte's 23-man Italy squad for Euro 2016. On 17 June, he scored the only goal against Sweden in the 88th minute during the second group game, which qualified Italy to the Round of 16; he was named Man of the Match by UEFA.

Style of play
Éder is a quick, diminutive, yet tenacious forward with an accurate shot, who usually plays in a central role as a main striker, due to his pace, positional sense, attacking movement, tactical intelligence, and eye for goal, which make him particularly effective during counter-attacks. A versatile, hard-working, and technically gifted player, with good vision, he is also effective as a second striker, as a left winger, or even as an attacking midfielder, positions which allow him to provide depth to his team and participate in build-up plays, play off of his teammates, hold up the ball, and provide assists. Possessing substantial physical strength, despite his relatively small stature, he can also be effective in the air, as well as from set-pieces and penalties. In addition to his offensive and creative abilities, Éder has also stood out for his stamina and defensive work-rate, which make him extremely useful when his team are not in possession.

Career statistics

Club

International

International goals

Honours

Individual
Serie B top scorer: 2009–10 (27 goals)

References

External links

 Internazionale official profile
 Éder – Serie A competition record
 AIC profile 
 FIGC profile 
 
 
 

Category:1986 births
Category:Living people
Category:Italian footballers
Category:Brazilian footballers
Category:People from Santa Catarina (state)
Category:People of Venetian descent
Category:Brazilian people of Italian descent
Category:Italian people of Brazilian descent
Category:Association football forwards
Category:Campeonato Brasileiro Série A players
Category:Campeonato Brasileiro Série B players
Category:Criciúma Esporte Clube players
Category:Serie A players
Category:Serie B players
Category:Chinese Super League players
Category:Empoli F.C. players
Category",4.64592904813695,0.0014195853628739107,1.4500617980957031e-05,7.88265625,7.614902421539905e-05,6.471966911764706,0.0007041856354358149,5.107881433823529,0.575700171447514,0.29100349002584774,0.4322596915748412,0.30653975509514847,0.3116251821152711,0.6356757936714543,0.00010464502849313565,0.00010502326714698989,0.06865451562791067
member,train," of a personal name with some other name or word.
 Adsul, Texas — Adams and Sullivan, sawmill owners
 Albertha, North Dakota — Allen Town and Bertha Dickie
 Alikanna, Ohio — Alexander and Anna Beatty, town founders
 Allock, Kentucky — J. B. Allen and H. E. Bullock, mine owners
 Almena, Wisconsin — Albert and Wilhelmena Koehler, early settlers
 Alpat Lake (body of water in Saskatchewan) — Al Billwiller and Pat Gillis, prospectors
 Andale, Kansas — Anderson and Dale, early settlers
 Anjean, West Virginia — Ann and Jean, mother and daughter, respectively, of mine owner, Mr Leckie 
 Annabella, Utah — Ann S. Roberts and Isabella Dalton, early settlers
 Annada, Missouri — Ann and Ada Jamison, daughters of Carson Jamison, early settler
 Annelly, Kansas — Ann and Ellie, wife and daughter of a railroad official
 Annfred, West Virginia — Anna and Fred, railway official and wife
 Annis, Idaho — Ann Kearney (first postmistress) and the word ""island""
 Arizola, Arizona — Arizona and Ola Thomas, daughter of an early settler
 Artanna, Ohio — Arthur ""Art"" and Anna Wolfe, store owners
 Arthyde, Minnesota — Arthur and Clyde Hutchins, town founders
 Atolia, California — Atkins and DeGolia, mining company officials
 Austwell, Texas — Preston R. Austin and Jesse C. McDowell, founders
 Berclair, Texas — Bert and Clair Lucas, local ranchers
 Birkbeck, Illinois — two railroad officials: Birk and Beck
 Birome, Texas — Bickham and Jerome Cartwright, brothers, ranchers, landowners
 Broad Park, Indiana — J. C. Broadstreet and Hugh Parker, local landowners
 Brookneal, Virginia — John Brooke and Sarah Neal Brooke, husband and wife, owners of a tobacco warehouse
 Brownfield, Illinois — two prominent local citizens: John Brown and Lewis Field
 Carson, North Dakota — early businessmen: Frank Carter and David and Simon Pederson
 Churchill, Idaho — Church and Hill were common family names among the early settlers
 Clemscott, Oklahoma — Clem Brooks and Scott Sparks
 Coeburn, Virginia — W. W. Coe, Chief Engineer of the N&",21.324759039958682,0.0031159560019329256,0.00928272247314453,10.155625,0.025403733346976487,9.073529411764707,0.0876769739038804,7.859911151960785,0.9856512269654233,0.5800230510783665,0.6850975024334889,0.6099203448023084,0.6434169626837903,0.916040198576897,0.0001622816726230293,6.355866877024108e-05,0.06639011355462976
member,train," of Swabia, the Duchy of Saxony, the Duchy of Franconia and the Duchy of Thuringia, unlike further west the County of Burgundy or Lorraine in Middle Francia. 

The Salian emperors (reigned 1027–1125) retained the stem duchies as the major divisions of Germany, but they became increasingly obsolete during the early high-medieval period under the Hohenstaufen, and Frederick Barbarossa finally abolished them in 1180 in favour of more numerous territorial duchies.

Successive kings of Germany founded a series of border counties or marches in the east and the north. These included Lusatia, the North March (which would become Brandenburg and the heart of the future Prussia), and the Billung March. In the south, the marches included Carniola, Styria, and the March of Austria that would become Austria.

Frankish Empire

After the fall of the Western Roman Empire in the 5th century, the Franks, like other post-Roman Western Europeans, emerged as a tribal confederacy in the Middle Rhine-Weser region, among the territory soon to be called Austrasia (the ""eastern land""), the northeastern portion of the future Kingdom of the Merovingian Franks. As a whole, Austrasia comprised parts of present-day France, Germany, Belgium, Luxembourg and the Netherlands. Unlike the Alamanni to their south in Swabia, they absorbed large swaths of former Roman territory as they spread west into Gaul, beginning in 250. Clovis I of the Merovingian dynasty conquered northern Gaul in 486 and in the Battle of Tolbiac in 496 the Alemanni tribe in Swabia, which eventually became the Duchy of Swabia.

By 500, Clovis had united all the Frankish tribes, ruled all of Gaul and was proclaimed King of the Franks between 509 and 511. Clovis, unlike most Germanic rulers of the time, was baptized directly into Roman Catholicism instead of Arianism. His successors would cooperate closely with papal missionaries, among them Saint Boniface. After the death of Clovis in 511, his four sons partitioned his kingdom including Austrasia. Authority over Austrasia passed back and forth from autonomy to royal subjugation, as successive Merovingian kings alternately united",10.491621821220306,0.0021138282525772515,0.0007259416580200196,9.48515625,0.0020179023929670745,8.08233762254902,0.012543511156942331,6.552925857843137,0.8471101247618504,0.42259777132540094,0.670231524417746,0.4566228111996949,0.48904854073636417,0.8852398209381835,0.0002123489612161285,0.00012643649771754768,0.0737253135360667
member,train," and Svend Rathsack's and Ivar Bentson's project was selected as the final winner.

 
The monument was officially inaugurated on 9 May 1928. Representatives of the Danish Royal Family, Government ministers, civil servants and representatives from commercial and cultural circles as well as surviving relatives of deceased sailors attended the ceremony. Speeches were held by King Christian X, the Chairman of the Danish Steamship Owners’ Association and the lord mayor of Copenhagen. A cantata specially written for the occation by Hans Hartvig Seedorff and Johan Hye-Knudsen was also sung at the event.

Over the years the limestone reliefs fell into an advanced state of decay. The base was originally carved in limestone but Italian marble was now opted for as a more weather resistant alternative. Restoration work was commenced in 2009 and the monument was reinaugurated Head of the Danish Shipowners’ Association, Mr. Peter Bjerregaard on 15 September 2011.

Description
 
The winged female figure, representing Remembrance (Mindet), was modelled over the classical Hellenistic sculpture of Nike of Samothrace. The names of the 101 Danish merchant ships that sunk during the First World War as well as the names of the 648 sailors who drowned.

The reliefs on the sides of the podium were inspired by Borobudur on Java. The front of the podium shows a dramatic scene with a ship that is sinking after colliding with a naval mine. Sailors are jumping overboard and being evacuated to another ship. The relief on the left rear side of the podium shows Mars pointing with his sword towards an eagle that is attacking a gull as a symbol of the Great Powers' assault on the small, peaceful nation. On the right rear side is a representation of Mercury with his winged helmet, God of trade and seafaring, pointing towards three doves.  The fourth relief depicts a fatherless family.

Models and sketches
 Model submitted for the competition on 26 September 1924. 1924. Depicted in Architecten, XXVI, 1924, p. 223.
 Sketch sent to the Magistrate on 21 October 1924. Stadsarkitektens Arkiv.
 Ivar Bentsen: Rendering of the monument and the surrounding terrain. 1924.
 Ivar Bentsen: Three renderings sent to the Magistrate on 18 maj 1925.. Stadsarkitektens Arkiv? 
 Model. Pl",18.987676038644334,0.002526858488558158,0.005380606651306153,11.176875,0.020407758507074093,9.543734681372548,0.10416391199710322,7.8591452205882355,0.8273850577435822,0.5100325761346057,0.6534545102284934,0.5645010576891941,0.5486171176137165,0.9801506347040428,0.00030233099689622986,0.00016408620118455068,0.08328069398519572
member,train," but lost in the Republican primary, coming in third, and did not run for re-election to the House. After leaving the House he served as chairperson of the Oregon Government Ethics Commission from 1979 to 1981 and was on the Oregon Traffic Safety Commission. He remained out of elected office until he was elected to the Oregon House again in 1984. Representing District 29, he won re-election to successive two-year terms in 1986, 1988, and 1990. In July 1987, Republicans appointed his brother Jim to the Oregon State Senate, a seat Stan had hoped to be appointed to instead.

The seat became open when Tony Meeker was appointed as Oregon State Treasurer. Stan considered challenging his brother in the primary election the following May, but declined and ran for re-election in the House. The possible contest between brothers created some tension in the family. In August 1987, Stan declined to pursue the House Minority Leader position after Larry Campbell left the position. Bunn then ran in the 1992 election to replace  John Brenneman in Oregon Senate District 2, where Bunn then lived after redistricting. On July 2, 1992, he was appointed to the position when Brenneman resigned from the seat. His younger brother Tom was appointed to the House to fill Stan's seat the next day, which lead to three Bunns serving in the Oregon Legislative Assembly simultaneously.

Bunn won the November 1992 election and the four-year term in the Senate. He served through the 1996 special session representing parts of Yamhill, Lincoln, Polk, Lane, and Tillamook counties. While in the legislature this second time, he went against his party and voted to place a Democrat on the Northwest Power Planning Council, with his vote the decisive vote. Other work included writing and passing welfare reform to move recipients into the workforce and medical insurance portability for employees, both in 1995. Later legislator Larry George described Bunn as ""...more of a stoic character, more standoffish..."" while fellow legislator Bill Bradbury said ""[h]e really does absorb the facts of a situation,' and not just have an ideological view to it."" Bunn himself described his views as moderate.

In 1996, Stan ran in the Republican primary to represent Oregon's 1st congressional district, at a time when his brother Jim was running for re-election in Oregon's 5th Congressional district. One of six Republicans in the primary, he finished third in the race with Bill Witt winning the party's nomination. During his campaign",15.307389436217717,0.0022345091576523356,0.004642572402954102,9.6378125,0.031365455365648456,8.31533394607843,0.13998680722479726,6.989085477941177,0.7799352466673545,0.4981924185432403,0.6441628729812431,0.5656180040181873,0.6015535276382886,0.8976501040904116,0.0003146477252996361,0.00015993433450978522,0.09951536965344832
member,train," tonight are wishing this for me and my family. I thank you. This is for you.""

At the 11th Satellite Awards on December 18, 2006, The Departed won awards for Best Ensemble, Motion Picture, Best Motion Picture, Drama, Best Screenplay – Adapted (William Monahan), and Best Actor in a Supporting Role (Leonardo DiCaprio).

In 2008, the American Film Institute nominated this film for its Top 10 Gangster Films list.

Home media 
The Departed was released by Warner Brothers on DVD in 2007. The film is available in a single-disc full screen (1.33:1), single-disc widescreen (2.40:1) edition, and 2-disc special edition. The second disc contains deleted scenes; a feature about the influence of New York’s Little Italy on Scorsese; a Turner Classic Movies profile; and a 21-minute documentary titled Stranger Than Fiction: The True Story of Whitey Bulger, Southie and The Departed about the crimes that influenced Scorsese in creating the film, including the story of James ""Whitey"" Bulger, upon whom Jack Nicholson's character is based.

The Region 1 version has three available audio tracks: English, Spanish, and French (all of which are in Dolby Digital 5.1), and three subtitle tracks (English, Spanish, French). The film was released on HD DVD and Blu-ray at the same time as the standard-definition DVD. The 2-Disc Special Edition was packaged in a Limited Edition Steelbook. It marked the first time that an Oscar-winning Best Picture was released to the home video market in DVD format only, as VHS was phased out by the start of 2006.

Music 
There were two albums released for The Departed, one presenting the original score composed for the film by Howard Shore, and the other featuring earlier recordings, mostly pop/rock songs, which were used on the soundtrack.

Soundtrack 

As with previous Scorsese films, Robbie Robertson had a hand in picking the music. The film opens with ""Gimme Shelter"" by The Rolling Stones (""Let It Loose"" also appears later on), and prominently plays ""I'm Shipping Up to Boston"" by Dropkick Murphys with lyrics written by Woody Guthrie, which gained the band some popularity and their first and only platinum selling single.",9.138970083012737,0.0018846232510504215,0.0006672430038452148,9.4953125,0.004887513085907581,7.8912377450980395,0.04010184956531899,6.3962545955882355,0.7350854388788604,0.4043062103972496,0.6167695369715748,0.45096181596816864,0.44443571210716337,0.8372714923551823,0.00032052787863479787,0.00013965737726198677,0.09502350727313877
member,train,"'s operations were successful, but they often caused a large toll in casualties. In October, Gourko's task was to siege Plevna from the west by taking over the Turkish positions on the highway to Sofia. The first was the stronghold of Gorni Dubnik. The victorious Battle of Gorni Dubnik on 24 October was the first battle of the Finnish battalion for decades, and became its most renowned one. Finns belonged to the unit which conducted an offensive against the main redoubt of the fortress. In this battle, the battalion lost 22 men and 95 wounded, including 8 officers, 5 non-commissioned officers and five bandsmen. Two of the wounded died soon after the battle. In total some 3,300 Russians died in the operation.

After the battle of Gorni Dubnik, the battalion commander Georg Edvard Ramsay was transferred to command the Semyonovsky Regiment, and he was replaced with colonel Victor Napoleon Procopé. Procopé could not take command until January 1878, and lieutenant colonel Julius Sundman commanded the battalion in the meantime. In November, Gurko's army proceeded towards Sofia. After the capture of Plevna in December, Gourko decided to take his troops across the Balkan Mountains in the middle of the winter as a detour to avoid the highly manned Arabakonak pass. Due to insufficient resources, crossing the mountains became difficult. The battalion was at the time attached to a unit commanded by general major Dmitry Filosofov, but after crossing the mountain, it was moved back to the Ellis's Guards' Brigade. The battalion took part in the non-violent takeover of Sofia on 5 January and in the invasion of Philippopolis between 15-17 January. This came to be its last battle. The battle of Philippopolis was, in fact, larger than that of Gorni Dubnik, but the Guard of Finland only suffered four wounded. Thus, it never became a similar legendary hallmark in the battalion's history as the battle of Gorni Dubnik.

On its way towards Adrianople, the battalion had to witness the tragedy of Harmanli massacre, but the battalion was not directly involved. At the end of the war, the Finnish Battalion marched all the way to San Stefano, just at the gates of Constantinople, where it was also located as the Treaty of San Stefano came into effect. Here, the battalion faced a Typhoid fever",16.265533324466293,0.002479154088077765,0.0037116098403930666,10.165,0.012135255570505179,8.945848651960784,0.09950736574098176,7.326286764705882,0.8355784560748957,0.4957754802669951,0.6859300290637241,0.5289590849347748,0.568255351805254,0.9121494565748882,0.0007276982111561707,0.0003355830031955897,0.08130761278118796
member,train," Agnelli's son Edoardo as his passenger when it ditched in Genoa, hit an obstacle in the water, and overturned. Ferrarin escaped unharmed, but Edoardo Agnelli was killed instantly.  Six years later, a plane crash would also claim Ferrarin's life. He died on 18 July 1941 at the age of 46 when a new experimental plane he was testing crashed at Guidonia Montecelio.

Ferrarin's military funeral was held in Rome followed by burial in the cemetery of Induno Olona in the Province of Varese, the home of Adelaide Castiglioni's family.

Legacy

In 1970, the 50th anniversary of Ferrarin's Rome-Tokyo flight, the new airport in Thiene was named in his honor and inaugurated in a ceremony attended by officials from the Italian Air Force, the Ministry of Transport and Aviation, and the Japanese Embassy as well as Ferrarin's widow and his two sons Carlo and Roberto.

Other entities named in Ferrarin's honor include a Boeing 767 in the Alitalia fleet, the Istituto Aeronautico Arturo Ferrarin in Gallarate, Piazza Arturo Ferrarin in Thiene, and streets in Vicenza, Verona, and Fiumicino Airport.

Ferrarin's exploits inspired the character ""Ferrarin"" in the Japanese animated film Porco Rosso directed by Hayao Miyazaki.

See also
1928 distance records in Carlo Del Prete for a detailed account of the 1928 records set by Ferrarin and Del Prete.

References

Further reading
Ferrarin, Arturo (1921). Il mio volo Roma-Tokio. Turin: Avezzano. 
Ferrarin, Arturo (1929) Voli per il mondo (with a preface by Benito Mussolini). Milan: Mondadori.

External links
Newsreel footage of Ferrarin's wedding in 1931 (official YouTube channel of the Istituto Luce Cinecittà)
Photographs of Ferrarin's funeral in 1941 (website of the Istituto Luce Cinecittà)

Category:1895 births
Category:1941 deaths
Category:Aviation pioneers
Category:Italian aviators
Category:Aviators killed in aviation accidents or incidents
Category:Flight endurance record holders
",8.163515954400113,0.0020605249783513233,0.0004148530960083008,9.68515625,0.001634076529858159,8.293811274509803,0.007767341884912229,6.617321537990196,0.7265729789678601,0.3943683023119003,0.5637230193987264,0.4012572390421007,0.4109632336857743,0.7732186329460659,8.909238963154873e-05,9.09291870632659e-05,0.08815989690750324
member,train," for National Reconstruction. At the instigation of the military junta, the Revolution Tribunals were established for punishing political offenders, political henchmen, illicit fortune amassers and high-ranking officials relating to armed crackdown during April Revolution.

Revolution trial
Along with the Presidential Security Chief Gwak Young-joo (곽영주), the Commissioner of Seoul Metropolitan Agency Ryu Choong-ryul (류충렬), and Chief of Seoul Security Division Baek Nam-kyu (백남규), Hong Jin-Ki was indicted on charges that he ordered security forces and police to shoot unarmed protesters during the uprising on 19 April 1960. Moreover, the military government indicted Hong Jin-Ki on another charge of commanding his subordinates to rig the 4th presidential election. He was sentenced to death, but his sentence was commuted to life in prison. In the years after the Revolution Tribunal, he was released from prison on a special amnesty, because it had proved Hong Jin-Ki did not order to shoot.

Becoming the media tycoon
In 1968, he was appointed to chief executive officer of Joongang Broadcasting Station. He was named Joongang Ilbo's president in 1968 and became chairman in 1980. He played a crucial role in developing Joongang Ilbo as one of the country's three main newspapers from the 1980s until his death in 1984. His eldest son, Hong Suk-yeon, is the current head of the Joongang Ilbo. 
On 29 August 2005, the Institute for Research in Collaborationist Activities issued a list of 3,094 pro-Japanese collaborators including Park Jung-Hee, the former Korean President, Bang Eun-Mo, a former president of Chosun Ilbo, Kim Song Su, a former publisher of Dong-a Ilbo, and Hong Jin-Ki.

Family
Hong's family got into matrimonial relation with prominent personages in politics and businesses, such as Lee Byung-chul, the founder of Samsung Group and Noh Shin-yeong, the 16th Prime Minister.

 Wife: Kim Yoon-nam (金允楠, 1924 ~ 2012) 
 First son: Hong Seok-hyun (洪錫炫, 1942 ~ ) – the Chairman of Joongang Ilbo, the 20th Ambassador to the United States",14.178706700296967,0.002276172799177319,0.002847433090209961,9.3978125,0.01152816005781585,8.370174632352942,0.05564745500975964,6.990157781862745,0.8009225812300619,0.48873305411612256,0.6918829194796671,0.5432687679401225,0.5517467322786268,0.8959752877467813,0.00011746354340583134,5.7155504901048e-05,0.08796991918544834
member,train," 6 saying that he never actually reached the ghouta.) starring 1–2, 6-9
Issam – Milad Youssef (Eldest son of Abu Issam, married to 3 which are Latfieh, Hoda, and Faiza) starring 1–9
Moataz – Wael Sharaf/Mustafa Saadedine (Younger son of Abu Issam, married to Khayriye and Sara. Abu Zafer thought he killed his son Zafer. He went to jail then got out when they found out that Sam’o killed Zafer) starring 1–9
Souad – Sabah Jazaeri (Wife of Abu Issam) starring 3–9
Jamila – Taj Haidar/Dana Jaber/Hala Rajab (Daughter of Abu Issam and married to Bashir) starring 1–9
Dalal – Anahid Fayad/Rubeen Issa (Daughter of Abu Issam was married to Ibrahim but he died, later married to Sam'ao but they divorced) starring 1–9

Family of Abu Hatem

Abu Hatem – Wafeq Al-Za'em/Salim Sabry (Coffee shop owner, father to 7 girls and 1 boy) starring 1–7
Umm Hatem – Sabah Barakat/Nahed al Halabi (Wife of Abu Hatem) starring 1–9
Sharifeh – Jomanah Murad/Kholoud Issa (Daughter of Abu Hatem and was married to Abu Shehab) starring 3–9
Hamide – Rawad Aliu (Daughter of Abu Hatem and Dr. Hamza doctor's wife) starring 3–9
Mutiea – Fedaa Alkabra (Abu Hatem's daughter) starring 3-9
Iftikar – Lama Ibrahim (Daughter of Abu Hatem) guest 3-9
Nawal – Ola Bader (Daughter of Abu Hatem) guest 3-9

Family of Abu Zafer

Abu Zafer – Ayman Zeydan starring 6-9 (Had a farm and was Za3im but died after Zafer's Funeral)
Fatma Umm Zafer – Marah Jaber (Wife of Abu Zafer) starring 6-7
Zafer – Moatasim Alnahar (",17.237621172488662,0.003976388648995408,0.004735107421875,10.9896875,0.015810499004289217,9.385799632352942,0.05922145469515931,7.752604166666667,0.9164528802564,0.6236057255437293,0.7049885499511299,0.6112627478173056,0.5761926713048471,0.965774311306951,0.00015872271964751088,7.808985344270677e-05,0.0928426043933896
