label,source_split,text,ppl,zlib_ratio,k_min_probs_0.05,k_max_probs_0.05,k_min_probs_0.1,k_max_probs_0.1,k_min_probs_0.2,k_max_probs_0.2,ppl_ratio_synonym_substitution,ppl_ratio_butter_fingers,ppl_ratio_random_deletion,ppl_ratio_change_char_case,ppl_ratio_whitespace_perturbation,ppl_ratio_underscore_trick
member,train," 61 minutes. On 10 October 2015, Éder opened the scoring in a 3–1 away win over Azerbaijan, which sealed Italy's qualification for UEFA Euro 2016. On 31 May 2016, he was named to Conte's 23-man Italy squad for Euro 2016. On 17 June, he scored the only goal against Sweden in the 88th minute during the second group game, which qualified Italy to the Round of 16; he was named Man of the Match by UEFA.

Style of play
Éder is a quick, diminutive, yet tenacious forward with an accurate shot, who usually plays in a central role as a main striker, due to his pace, positional sense, attacking movement, tactical intelligence, and eye for goal, which make him particularly effective during counter-attacks. A versatile, hard-working, and technically gifted player, with good vision, he is also effective as a second striker, as a left winger, or even as an attacking midfielder, positions which allow him to provide depth to his team and participate in build-up plays, play off of his teammates, hold up the ball, and provide assists. Possessing substantial physical strength, despite his relatively small stature, he can also be effective in the air, as well as from set-pieces and penalties. In addition to his offensive and creative abilities, Éder has also stood out for his stamina and defensive work-rate, which make him extremely useful when his team are not in possession.

Career statistics

Club

International

International goals

Honours

Individual
Serie B top scorer: 2009–10 (27 goals)

References

External links

 Internazionale official profile
 Éder – Serie A competition record
 AIC profile 
 FIGC profile 
 
 
 

Category:1986 births
Category:Living people
Category:Italian footballers
Category:Brazilian footballers
Category:People from Santa Catarina (state)
Category:People of Venetian descent
Category:Brazilian people of Italian descent
Category:Italian people of Brazilian descent
Category:Association football forwards
Category:Campeonato Brasileiro Série A players
Category:Campeonato Brasileiro Série B players
Category:Criciúma Esporte Clube players
Category:Serie A players
Category:Serie B players
Category:Chinese Super League players
Category:Empoli F.C. players
Category",5.837582919875285,0.0016306070495228154,4.7540664672851564e-05,8.41953125,0.0002132116579541973,7.206341911764706,0.002384671977922028,5.681698069852941,0.6111187720314664,0.30933574297678135,0.4627374681882539,0.31342300055939104,0.33037413104395996,0.6419680823732251
member,train," of a personal name with some other name or word.
 Adsul, Texas — Adams and Sullivan, sawmill owners
 Albertha, North Dakota — Allen Town and Bertha Dickie
 Alikanna, Ohio — Alexander and Anna Beatty, town founders
 Allock, Kentucky — J. B. Allen and H. E. Bullock, mine owners
 Almena, Wisconsin — Albert and Wilhelmena Koehler, early settlers
 Alpat Lake (body of water in Saskatchewan) — Al Billwiller and Pat Gillis, prospectors
 Andale, Kansas — Anderson and Dale, early settlers
 Anjean, West Virginia — Ann and Jean, mother and daughter, respectively, of mine owner, Mr Leckie 
 Annabella, Utah — Ann S. Roberts and Isabella Dalton, early settlers
 Annada, Missouri — Ann and Ada Jamison, daughters of Carson Jamison, early settler
 Annelly, Kansas — Ann and Ellie, wife and daughter of a railroad official
 Annfred, West Virginia — Anna and Fred, railway official and wife
 Annis, Idaho — Ann Kearney (first postmistress) and the word ""island""
 Arizola, Arizona — Arizona and Ola Thomas, daughter of an early settler
 Artanna, Ohio — Arthur ""Art"" and Anna Wolfe, store owners
 Arthyde, Minnesota — Arthur and Clyde Hutchins, town founders
 Atolia, California — Atkins and DeGolia, mining company officials
 Austwell, Texas — Preston R. Austin and Jesse C. McDowell, founders
 Berclair, Texas — Bert and Clair Lucas, local ranchers
 Birkbeck, Illinois — two railroad officials: Birk and Beck
 Birome, Texas — Bickham and Jerome Cartwright, brothers, ranchers, landowners
 Broad Park, Indiana — J. C. Broadstreet and Hugh Parker, local landowners
 Brookneal, Virginia — John Brooke and Sarah Neal Brooke, husband and wife, owners of a tobacco warehouse
 Brownfield, Illinois — two prominent local citizens: John Brown and Lewis Field
 Carson, North Dakota — early businessmen: Frank Carter and David and Simon Pederson
 Churchill, Idaho — Church and Hill were common family names among the early settlers
 Clemscott, Oklahoma — Clem Brooks and Scott Sparks
 Coeburn, Virginia — W. W. Coe, Chief Engineer of the N&",27.18654334551017,0.0033632608156193844,0.010213394165039063,10.191875,0.029050827026367188,9.337852328431373,0.09872221479228899,8.167241115196079,1.0007438368297317,0.595932813814292,0.7052179220927061,0.6081130046911858,0.6321663220929379,0.9425971749487428
member,train," of Swabia, the Duchy of Saxony, the Duchy of Franconia and the Duchy of Thuringia, unlike further west the County of Burgundy or Lorraine in Middle Francia. 

The Salian emperors (reigned 1027–1125) retained the stem duchies as the major divisions of Germany, but they became increasingly obsolete during the early high-medieval period under the Hohenstaufen, and Frederick Barbarossa finally abolished them in 1180 in favour of more numerous territorial duchies.

Successive kings of Germany founded a series of border counties or marches in the east and the north. These included Lusatia, the North March (which would become Brandenburg and the heart of the future Prussia), and the Billung March. In the south, the marches included Carniola, Styria, and the March of Austria that would become Austria.

Frankish Empire

After the fall of the Western Roman Empire in the 5th century, the Franks, like other post-Roman Western Europeans, emerged as a tribal confederacy in the Middle Rhine-Weser region, among the territory soon to be called Austrasia (the ""eastern land""), the northeastern portion of the future Kingdom of the Merovingian Franks. As a whole, Austrasia comprised parts of present-day France, Germany, Belgium, Luxembourg and the Netherlands. Unlike the Alamanni to their south in Swabia, they absorbed large swaths of former Roman territory as they spread west into Gaul, beginning in 250. Clovis I of the Merovingian dynasty conquered northern Gaul in 486 and in the Battle of Tolbiac in 496 the Alemanni tribe in Swabia, which eventually became the Duchy of Swabia.

By 500, Clovis had united all the Frankish tribes, ruled all of Gaul and was proclaimed King of the Franks between 509 and 511. Clovis, unlike most Germanic rulers of the time, was baptized directly into Roman Catholicism instead of Arianism. His successors would cooperate closely with papal missionaries, among them Saint Boniface. After the death of Clovis in 511, his four sons partitioned his kingdom including Austrasia. Authority over Austrasia passed back and forth from autonomy to royal subjugation, as successive Merovingian kings alternately united",14.25198920311608,0.0023892954048323413,0.001780390739440918,9.73109375,0.005387322575438256,8.434053308823529,0.03010502866670197,7.112094056372549,0.8674777840345002,0.4527503129835545,0.7142694732630835,0.46914506531197664,0.5109201071140441,0.9046240258363524
member,train," and Svend Rathsack's and Ivar Bentson's project was selected as the final winner.

 
The monument was officially inaugurated on 9 May 1928. Representatives of the Danish Royal Family, Government ministers, civil servants and representatives from commercial and cultural circles as well as surviving relatives of deceased sailors attended the ceremony. Speeches were held by King Christian X, the Chairman of the Danish Steamship Owners’ Association and the lord mayor of Copenhagen. A cantata specially written for the occation by Hans Hartvig Seedorff and Johan Hye-Knudsen was also sung at the event.

Over the years the limestone reliefs fell into an advanced state of decay. The base was originally carved in limestone but Italian marble was now opted for as a more weather resistant alternative. Restoration work was commenced in 2009 and the monument was reinaugurated Head of the Danish Shipowners’ Association, Mr. Peter Bjerregaard on 15 September 2011.

Description
 
The winged female figure, representing Remembrance (Mindet), was modelled over the classical Hellenistic sculpture of Nike of Samothrace. The names of the 101 Danish merchant ships that sunk during the First World War as well as the names of the 648 sailors who drowned.

The reliefs on the sides of the podium were inspired by Borobudur on Java. The front of the podium shows a dramatic scene with a ship that is sinking after colliding with a naval mine. Sailors are jumping overboard and being evacuated to another ship. The relief on the left rear side of the podium shows Mars pointing with his sword towards an eagle that is attacking a gull as a symbol of the Great Powers' assault on the small, peaceful nation. On the right rear side is a representation of Mercury with his winged helmet, God of trade and seafaring, pointing towards three doves.  The fourth relief depicts a fatherless family.

Models and sketches
 Model submitted for the competition on 26 September 1924. 1924. Depicted in Architecten, XXVI, 1924, p. 223.
 Sketch sent to the Magistrate on 21 October 1924. Stadsarkitektens Arkiv.
 Ivar Bentsen: Rendering of the monument and the surrounding terrain. 1924.
 Ivar Bentsen: Three renderings sent to the Magistrate on 18 maj 1925.. Stadsarkitektens Arkiv? 
 Model. Pl",26.66607708048407,0.0028183624345746836,0.010717000961303711,11.7628125,0.03440370279199937,10.127374387254902,0.16129807631174722,8.371055453431373,0.8489206091783255,0.5462218191940542,0.6793888976107579,0.5648473802839694,0.5680881844670531,0.9949567937704897
member,train," but lost in the Republican primary, coming in third, and did not run for re-election to the House. After leaving the House he served as chairperson of the Oregon Government Ethics Commission from 1979 to 1981 and was on the Oregon Traffic Safety Commission. He remained out of elected office until he was elected to the Oregon House again in 1984. Representing District 29, he won re-election to successive two-year terms in 1986, 1988, and 1990. In July 1987, Republicans appointed his brother Jim to the Oregon State Senate, a seat Stan had hoped to be appointed to instead.

The seat became open when Tony Meeker was appointed as Oregon State Treasurer. Stan considered challenging his brother in the primary election the following May, but declined and ran for re-election in the House. The possible contest between brothers created some tension in the family. In August 1987, Stan declined to pursue the House Minority Leader position after Larry Campbell left the position. Bunn then ran in the 1992 election to replace  John Brenneman in Oregon Senate District 2, where Bunn then lived after redistricting. On July 2, 1992, he was appointed to the position when Brenneman resigned from the seat. His younger brother Tom was appointed to the House to fill Stan's seat the next day, which lead to three Bunns serving in the Oregon Legislative Assembly simultaneously.

Bunn won the November 1992 election and the four-year term in the Senate. He served through the 1996 special session representing parts of Yamhill, Lincoln, Polk, Lane, and Tillamook counties. While in the legislature this second time, he went against his party and voted to place a Democrat on the Northwest Power Planning Council, with his vote the decisive vote. Other work included writing and passing welfare reform to move recipients into the workforce and medical insurance portability for employees, both in 1995. Later legislator Larry George described Bunn as ""...more of a stoic character, more standoffish..."" while fellow legislator Bill Bradbury said ""[h]e really does absorb the facts of a situation,' and not just have an ideological view to it."" Bunn himself described his views as moderate.

In 1996, Stan ran in the Republican primary to represent Oregon's 1st congressional district, at a time when his brother Jim was running for re-election in Oregon's 5th Congressional district. One of six Republicans in the primary, he finished third in the race with Bill Witt winning the party's nomination. During his campaign",17.358707210723267,0.002337505517633772,0.00661503791809082,9.596875,0.038095834208469764,8.371629901960784,0.18165754103193096,7.0950903799019605,0.7671321238148495,0.4901808105953384,0.6513630231357468,0.529143772247957,0.5676800242990873,0.871036268865174
member,train," tonight are wishing this for me and my family. I thank you. This is for you.""

At the 11th Satellite Awards on December 18, 2006, The Departed won awards for Best Ensemble, Motion Picture, Best Motion Picture, Drama, Best Screenplay – Adapted (William Monahan), and Best Actor in a Supporting Role (Leonardo DiCaprio).

In 2008, the American Film Institute nominated this film for its Top 10 Gangster Films list.

Home media 
The Departed was released by Warner Brothers on DVD in 2007. The film is available in a single-disc full screen (1.33:1), single-disc widescreen (2.40:1) edition, and 2-disc special edition. The second disc contains deleted scenes; a feature about the influence of New York’s Little Italy on Scorsese; a Turner Classic Movies profile; and a 21-minute documentary titled Stranger Than Fiction: The True Story of Whitey Bulger, Southie and The Departed about the crimes that influenced Scorsese in creating the film, including the story of James ""Whitey"" Bulger, upon whom Jack Nicholson's character is based.

The Region 1 version has three available audio tracks: English, Spanish, and French (all of which are in Dolby Digital 5.1), and three subtitle tracks (English, Spanish, French). The film was released on HD DVD and Blu-ray at the same time as the standard-definition DVD. The 2-Disc Special Edition was packaged in a Limited Edition Steelbook. It marked the first time that an Oscar-winning Best Picture was released to the home video market in DVD format only, as VHS was phased out by the start of 2006.

Music 
There were two albums released for The Departed, one presenting the original score composed for the film by Howard Shore, and the other featuring earlier recordings, mostly pop/rock songs, which were used on the soundtrack.

Soundtrack 

As with previous Scorsese films, Robbie Robertson had a hand in picking the music. The film opens with ""Gimme Shelter"" by The Rolling Stones (""Let It Loose"" also appears later on), and prominently plays ""I'm Shipping Up to Boston"" by Dropkick Murphys with lyrics written by Woody Guthrie, which gained the band some popularity and their first and only platinum selling single.",11.463959814283267,0.0020776901065896096,0.001145772933959961,9.7409375,0.007211493510825962,8.295496323529411,0.06495296020133823,6.704618566176471,0.7521474009303794,0.4224917504874921,0.634876654724203,0.44016692862646656,0.45183110052698483,0.8335612575857716
member,train,"'s operations were successful, but they often caused a large toll in casualties. In October, Gourko's task was to siege Plevna from the west by taking over the Turkish positions on the highway to Sofia. The first was the stronghold of Gorni Dubnik. The victorious Battle of Gorni Dubnik on 24 October was the first battle of the Finnish battalion for decades, and became its most renowned one. Finns belonged to the unit which conducted an offensive against the main redoubt of the fortress. In this battle, the battalion lost 22 men and 95 wounded, including 8 officers, 5 non-commissioned officers and five bandsmen. Two of the wounded died soon after the battle. In total some 3,300 Russians died in the operation.

After the battle of Gorni Dubnik, the battalion commander Georg Edvard Ramsay was transferred to command the Semyonovsky Regiment, and he was replaced with colonel Victor Napoleon Procopé. Procopé could not take command until January 1878, and lieutenant colonel Julius Sundman commanded the battalion in the meantime. In November, Gurko's army proceeded towards Sofia. After the capture of Plevna in December, Gourko decided to take his troops across the Balkan Mountains in the middle of the winter as a detour to avoid the highly manned Arabakonak pass. Due to insufficient resources, crossing the mountains became difficult. The battalion was at the time attached to a unit commanded by general major Dmitry Filosofov, but after crossing the mountain, it was moved back to the Ellis's Guards' Brigade. The battalion took part in the non-violent takeover of Sofia on 5 January and in the invasion of Philippopolis between 15-17 January. This came to be its last battle. The battle of Philippopolis was, in fact, larger than that of Gorni Dubnik, but the Guard of Finland only suffered four wounded. Thus, it never became a similar legendary hallmark in the battalion's history as the battle of Gorni Dubnik.

On its way towards Adrianople, the battalion had to witness the tragedy of Harmanli massacre, but the battalion was not directly involved. At the end of the war, the Finnish Battalion marched all the way to San Stefano, just at the gates of Constantinople, where it was also located as the Treaty of San Stefano came into effect. Here, the battalion faced a Typhoid fever",20.519505749659867,0.002685667496656537,0.0032155895233154297,10.785625,0.02176813518299776,9.404871323529411,0.11903297901153564,7.775467218137255,0.8349516595708812,0.5070529396605838,0.7101617483207292,0.5222995142038512,0.5546908911809634,0.9301954013789991
member,train," Agnelli's son Edoardo as his passenger when it ditched in Genoa, hit an obstacle in the water, and overturned. Ferrarin escaped unharmed, but Edoardo Agnelli was killed instantly.  Six years later, a plane crash would also claim Ferrarin's life. He died on 18 July 1941 at the age of 46 when a new experimental plane he was testing crashed at Guidonia Montecelio.

Ferrarin's military funeral was held in Rome followed by burial in the cemetery of Induno Olona in the Province of Varese, the home of Adelaide Castiglioni's family.

Legacy

In 1970, the 50th anniversary of Ferrarin's Rome-Tokyo flight, the new airport in Thiene was named in his honor and inaugurated in a ceremony attended by officials from the Italian Air Force, the Ministry of Transport and Aviation, and the Japanese Embassy as well as Ferrarin's widow and his two sons Carlo and Roberto.

Other entities named in Ferrarin's honor include a Boeing 767 in the Alitalia fleet, the Istituto Aeronautico Arturo Ferrarin in Gallarate, Piazza Arturo Ferrarin in Thiene, and streets in Vicenza, Verona, and Fiumicino Airport.

Ferrarin's exploits inspired the character ""Ferrarin"" in the Japanese animated film Porco Rosso directed by Hayao Miyazaki.

See also
1928 distance records in Carlo Del Prete for a detailed account of the 1928 records set by Ferrarin and Del Prete.

References

Further reading
Ferrarin, Arturo (1921). Il mio volo Roma-Tokio. Turin: Avezzano. 
Ferrarin, Arturo (1929) Voli per il mondo (with a preface by Benito Mussolini). Milan: Mondadori.

External links
Newsreel footage of Ferrarin's wedding in 1931 (official YouTube channel of the Istituto Luce Cinecittà)
Photographs of Ferrarin's funeral in 1941 (website of the Istituto Luce Cinecittà)

Category:1895 births
Category:1941 deaths
Category:Aviation pioneers
Category:Italian aviators
Category:Aviators killed in aviation accidents or incidents
Category:Flight endurance record holders
",10.34708621969739,0.0022931353831294908,0.0005252742767333984,10.096875,0.0025698297164019417,8.737821691176471,0.014586988617392146,7.117915134803922,0.7272810067741482,0.416180523159408,0.5887330852255762,0.40347160718781516,0.4269133946778207,0.7839884947331135
member,train," for National Reconstruction. At the instigation of the military junta, the Revolution Tribunals were established for punishing political offenders, political henchmen, illicit fortune amassers and high-ranking officials relating to armed crackdown during April Revolution.

Revolution trial
Along with the Presidential Security Chief Gwak Young-joo (곽영주), the Commissioner of Seoul Metropolitan Agency Ryu Choong-ryul (류충렬), and Chief of Seoul Security Division Baek Nam-kyu (백남규), Hong Jin-Ki was indicted on charges that he ordered security forces and police to shoot unarmed protesters during the uprising on 19 April 1960. Moreover, the military government indicted Hong Jin-Ki on another charge of commanding his subordinates to rig the 4th presidential election. He was sentenced to death, but his sentence was commuted to life in prison. In the years after the Revolution Tribunal, he was released from prison on a special amnesty, because it had proved Hong Jin-Ki did not order to shoot.

Becoming the media tycoon
In 1968, he was appointed to chief executive officer of Joongang Broadcasting Station. He was named Joongang Ilbo's president in 1968 and became chairman in 1980. He played a crucial role in developing Joongang Ilbo as one of the country's three main newspapers from the 1980s until his death in 1984. His eldest son, Hong Suk-yeon, is the current head of the Joongang Ilbo. 
On 29 August 2005, the Institute for Research in Collaborationist Activities issued a list of 3,094 pro-Japanese collaborators including Park Jung-Hee, the former Korean President, Bang Eun-Mo, a former president of Chosun Ilbo, Kim Song Su, a former publisher of Dong-a Ilbo, and Hong Jin-Ki.

Family
Hong's family got into matrimonial relation with prominent personages in politics and businesses, such as Lee Byung-chul, the founder of Samsung Group and Noh Shin-yeong, the 16th Prime Minister.

 Wife: Kim Yoon-nam (金允楠, 1924 ~ 2012) 
 First son: Hong Seok-hyun (洪錫炫, 1942 ~ ) – the Chairman of Joongang Ilbo, the 20th Ambassador to the United States",17.9291278133624,0.0024776194355790853,0.0045713138580322265,9.948125,0.018993195365456975,8.777113970588236,0.08385656627954222,7.370442708333333,0.8051421819179736,0.49945120926602005,0.7285429207546911,0.5200723641448515,0.553184177465977,0.9186641540149438
member,train," 6 saying that he never actually reached the ghouta.) starring 1–2, 6-9
Issam – Milad Youssef (Eldest son of Abu Issam, married to 3 which are Latfieh, Hoda, and Faiza) starring 1–9
Moataz – Wael Sharaf/Mustafa Saadedine (Younger son of Abu Issam, married to Khayriye and Sara. Abu Zafer thought he killed his son Zafer. He went to jail then got out when they found out that Sam’o killed Zafer) starring 1–9
Souad – Sabah Jazaeri (Wife of Abu Issam) starring 3–9
Jamila – Taj Haidar/Dana Jaber/Hala Rajab (Daughter of Abu Issam and married to Bashir) starring 1–9
Dalal – Anahid Fayad/Rubeen Issa (Daughter of Abu Issam was married to Ibrahim but he died, later married to Sam'ao but they divorced) starring 1–9

Family of Abu Hatem

Abu Hatem – Wafeq Al-Za'em/Salim Sabry (Coffee shop owner, father to 7 girls and 1 boy) starring 1–7
Umm Hatem – Sabah Barakat/Nahed al Halabi (Wife of Abu Hatem) starring 1–9
Sharifeh – Jomanah Murad/Kholoud Issa (Daughter of Abu Hatem and was married to Abu Shehab) starring 3–9
Hamide – Rawad Aliu (Daughter of Abu Hatem and Dr. Hamza doctor's wife) starring 3–9
Mutiea – Fedaa Alkabra (Abu Hatem's daughter) starring 3-9
Iftikar – Lama Ibrahim (Daughter of Abu Hatem) guest 3-9
Nawal – Ola Bader (Daughter of Abu Hatem) guest 3-9

Family of Abu Zafer

Abu Zafer – Ayman Zeydan starring 6-9 (Had a farm and was Za3im but died after Zafer's Funeral)
Fatma Umm Zafer – Marah Jaber (Wife of Abu Zafer) starring 6-7
Zafer – Moatasim Alnahar (",20.400613035901614,0.004211682892706908,0.007149677276611328,11.0428125,0.02249475553923962,9.40625,0.09847080473806344,7.835248161764706,0.9093967554253709,0.6351123877914056,0.7201308533261276,0.5906653474067403,0.5697397556168867,0.9470526351708599
